id;companyId;containerId;createdAt;customer;displayId;engineId;engineName;engineType;extraInfo;integrated;integrationId;isTest;orderTiming;orderType;salesChannel;scheduledAt;status;preparationTime;takeOutTimeInSeconds;totalAmount;updatedAt;version;generatedByCampaign
13;CANNOLI_STORE_01;QQXY2109;2025-01-14T18:05:47;1328;TFJQUY;YPFSJK;KDSPro;POS;;False;4535;True;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;23;2247;78.37;2025-01-14T18:28:47;v1.0.9;False
14;CANNOLI_STORE_01;RFLS7220;2024-09-14T09:14:34;149;LHJDOQ;JNKJYT;KDSPro;POS;;False;8122;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;33;3044;102.51;2024-09-14T09:47:34;v3.9.3;False
15;CANNOLI_STORE_01;KVMH7225;2024-06-03T13:56:08;273;QGYNHU;GHNCZU;DirectOrder;WEB;;False;3097;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;45;3016;116.21;2024-06-03T14:41:08;v3.8.9;False
16;CANNOLI_STORE_01;RPYP0740;2025-10-21T19:19:55;735;EIJSPT;YNHFPI;DirectOrder;APP;;False;1185;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;33;2576;78.64;2025-10-21T19:52:55;v2.7.1;False
17;CANNOLI_STORE_01;PIMR9879;2025-10-16T20:31:58;698;DQCVKS;XCRWWU;KDSPro;WEB;;False;2197;True;IMMEDIATE;INDOOR;PDV;;CONCLUDED;23;2117;78.02;2025-10-16T20:54:58;v1.7.0;False
18;CANNOLI_STORE_01;QOME9886;2024-11-08T13:24:16;800;LLHQMX;ETHBAQ;DirectOrder;APP;;False;4509;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;35;3001;94.86;2024-11-08T13:59:16;v3.3.1;False
19;CANNOLI_STORE_01;JRWR0031;2025-07-02T21:15:27;1014;KICIPQ;ZIBBHI;KDSPro;WEB;;True;4433;False;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;49;3619;78.82;2025-07-02T22:04:27;v2.1.5;False
20;CANNOLI_STORE_01;LHZI6585;2025-07-08T20:24:00;228;UFUPHR;XVGWEP;DirectOrder;WEB;;True;8539;False;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;30;2754;84.73;2025-07-08T20:54:00;v2.8.3;False
21;CANNOLI_STORE_01;IEGS8453;2025-10-02T12:46:14;1417;LLSWMA;RFDKCK;DirectOrder;APP;Autem incidunt voluptas inventore vitae.;True;1880;True;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;40;2958;24.39;2025-10-02T13:26:14;v1.7.8;False
22;CANNOLI_STORE_01;VKEU3912;2025-09-24T15:48:02;867;PCTSOH;VPRUVC;DirectOrder;POS;;False;5389;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;49;3780;60.98;2025-09-24T16:37:02;v1.2.8;False
23;CANNOLI_STORE_01;TZVL1121;2025-06-02T21:08:39;1060;QSYVDV;NTJDCN;KDSPro;POS;;True;4146;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;44;3653;72.41;2025-06-02T21:52:39;v1.0.0;False
24;CANNOLI_STORE_01;LAMW0613;2024-04-29T08:35:46;198;REHEFJ;MNJITI;KDSPro;POS;Reprehenderit a ut.;True;9076;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;49;3869;54.15;2024-04-29T09:24:46;v2.4.5;False
25;CANNOLI_STORE_01;OBPW5189;2025-08-29T12:58:20;60;PHYSMB;GAUFQM;DirectOrder;APP;;True;5832;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;29;2294;86.0;2025-08-29T13:27:20;v2.8.1;False
26;CANNOLI_STORE_01;KFON2491;2024-09-13T08:51:36;1381;OKIIKT;GLJHZS;DirectOrder;WEB;;True;3300;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;44;3358;50.58;2024-09-13T09:35:36;v2.2.9;False
27;CANNOLI_STORE_01;BVRI8801;2025-02-19T20:24:14;671;TIKWXD;WRLINK;KDSPro;POS;;True;7267;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;40;3306;45.8;2025-02-19T21:04:14;v1.4.2;False
28;CANNOLI_STORE_01;PXXZ0109;2025-08-28T21:18:47;582;KUGHJP;YETXRJ;DirectOrder;WEB;;True;3584;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;38;2956;61.51;2025-08-28T21:56:47;v1.5.5;False
29;CANNOLI_STORE_01;CEZA7860;2025-06-04T11:32:26;1375;HKXGAH;DKHSCR;DirectOrder;POS;;False;7647;False;IMMEDIATE;INDOOR;PDV;;CONCLUDED;20;2092;70.67;2025-06-04T11:52:26;v1.4.6;False
30;CANNOLI_STORE_01;KFZS3576;2024-08-21T10:02:33;167;ZHMJFT;PXNOTQ;DirectOrder;APP;;True;4213;True;IMMEDIATE;DELIVERY;99FOOD;;CONCLUDED;35;3045;65.85;2024-08-21T10:37:33;v2.4.2;False
31;CANNOLI_STORE_01;JTJM5185;2025-06-11T19:54:03;1209;EEREYY;TYTRPN;DirectOrder;WEB;;True;7299;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;16;1671;72.58;2025-06-11T20:10:03;v3.5.9;False
32;CANNOLI_STORE_01;IIGW5833;2025-06-11T22:19:34;704;VTCNPB;DYEWEK;DirectOrder;POS;;True;2411;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;39;2704;32.29;2025-06-11T22:58:34;v3.8.7;False
33;CANNOLI_STORE_01;WEEM3609;2025-10-08T22:14:04;854;YBSTCV;QZCKWG;KDSPro;WEB;;False;4739;True;IMMEDIATE;DELIVERY;99FOOD;;CONCLUDED;44;2966;52.22;2025-10-08T22:58:04;v3.8.1;False
34;CANNOLI_STORE_01;FOEC0261;2024-12-01T20:30:29;515;VHPXGW;CPFXJI;KDSPro;APP;;True;3609;False;IMMEDIATE;DELIVERY;99FOOD;;CONCLUDED;48;3598;97.16;2024-12-01T21:18:29;v2.3.1;False
35;CANNOLI_STORE_01;WCDQ7076;2024-07-08T22:01:59;1374;VXHJGN;VVPIMI;DirectOrder;WEB;;False;7504;False;IMMEDIATE;DELIVERY;99FOOD;;CONCLUDED;22;1795;75.17;2024-07-08T22:23:59;v1.2.7;False
36;CANNOLI_STORE_01;PWPA9310;2025-01-25T11:28:12;754;PKROMM;RMDHCV;DirectOrder;WEB;;True;6307;True;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;44;3461;57.42;2025-01-25T12:12:12;v2.2.9;False
37;CANNOLI_STORE_01;UWTJ6704;2024-08-04T12:18:52;932;IRBXIS;HPOTHJ;DirectOrder;WEB;;False;3174;True;IMMEDIATE;DELIVERY;99FOOD;;CONCLUDED;37;3111;88.83;2024-08-04T12:55:52;v1.1.2;False
38;CANNOLI_STORE_01;JUTP4233;2025-04-09T12:38:10;900;GJQTRZ;KUEHDJ;KDSPro;WEB;;False;1063;True;SCHEDULED;DELIVERY;WHATSAPP;2025-04-10T11:38:10;CONCLUDED;57;4246;88.69;2025-04-09T13:35:10;v3.6.7;False
39;CANNOLI_STORE_01;BDLJ1754;2025-05-19T10:25:19;41;KODOIX;YUNXVD;DirectOrder;APP;;True;4441;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;29;2347;109.04;2025-05-19T10:54:19;v2.9.5;False
40;CANNOLI_STORE_01;OWIR1441;2025-05-08T18:52:09;1399;XKMRAL;RBKBES;DirectOrder;APP;;False;5883;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;23;2196;83.2;2025-05-08T19:15:09;v2.5.4;False
41;CANNOLI_STORE_01;LKBJ6133;2024-01-14T21:36:15;362;OXYYYF;NSAXBW;DirectOrder;POS;;True;7061;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;41;3137;51.49;2024-01-14T22:17:15;v1.6.3;False
42;CANNOLI_STORE_01;MJRB0151;2025-09-19T20:10:51;1200;OMVIIC;ATQVMF;DirectOrder;WEB;;True;3194;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;23;2226;75.43;2025-09-19T20:33:51;v1.1.8;False
43;CANNOLI_STORE_01;LOSG2954;2025-07-30T13:12:09;1265;FDROPQ;AJXCYE;DirectOrder;POS;;False;1469;False;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;55;4142;68.82;2025-07-30T14:07:09;v2.0.0;False
44;CANNOLI_STORE_01;CGTP3216;2025-10-09T15:28:25;1049;UAPACR;IDFCVC;DirectOrder;POS;;False;9589;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;58;4672;72.5;2025-10-09T16:26:25;v3.3.9;False
45;CANNOLI_STORE_01;BUOH3348;2025-08-31T13:42:21;261;TUGSYD;UTFLYV;KDSPro;WEB;;True;9687;False;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;22;1770;82.38;2025-08-31T14:04:21;v2.1.3;False
46;CANNOLI_STORE_01;HYKG7660;2025-05-09T12:20:33;1144;RWEKZT;FWPGPP;KDSPro;POS;;True;4206;True;IMMEDIATE;DELIVERY;99FOOD;;CANCELED;41;2922;101.85;2025-05-09T13:01:33;v1.7.1;False
47;CANNOLI_STORE_01;HJRO8566;2024-07-29T13:56:32;32;KJIFIL;KCPISV;DirectOrder;POS;;False;3273;True;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;50;3315;49.92;2024-07-29T14:46:32;v2.8.8;False
48;CANNOLI_STORE_01;NLZZ3806;2025-05-01T15:14:44;835;KQEVRZ;JACUNC;KDSPro;APP;Voluptate tenetur excepturi labore amet.;False;3431;False;IMMEDIATE;DELIVERY;99FOOD;;CONCLUDED;19;1568;95.81;2025-05-01T15:33:44;v3.7.0;False
49;CANNOLI_STORE_01;WLBW4244;2024-06-14T19:48:44;737;ACCCBC;YXZRLQ;DirectOrder;WEB;;True;8715;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;50;3628;58.59;2024-06-14T20:38:44;v2.2.4;False
50;CANNOLI_STORE_01;VCCH9799;2025-06-01T21:50:53;207;GGBVGB;KOXSPE;DirectOrder;POS;;False;6078;False;SCHEDULED;DELIVERY;WHATSAPP;2025-06-02T15:50:53;CONCLUDED;59;4069;93.95;2025-06-01T22:49:53;v1.6.2;False
51;CANNOLI_STORE_01;ELSX2422;2025-01-30T12:19:02;1166;JOVLQP;QIWEXU;DirectOrder;POS;;True;2116;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;28;2011;20.0;2025-01-30T12:47:02;v3.0.0;False
52;CANNOLI_STORE_01;NRBY6641;2025-11-02T12:22:18;389;VDWJHB;HHCTHZ;KDSPro;WEB;;False;3147;True;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;31;2247;119.5;2025-11-02T12:53:18;v2.5.9;False
53;CANNOLI_STORE_01;JNAP2103;2025-05-19T12:21:42;1218;UXERMO;YFVPOA;KDSPro;POS;;False;3093;True;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;23;1737;87.9;2025-05-19T12:44:42;v2.5.6;False
54;CANNOLI_STORE_01;LZIC8232;2025-03-27T20:13:49;636;BOUAYI;HGGVIS;KDSPro;POS;;False;9669;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;53;4015;57.76;2025-03-27T21:06:49;v1.1.3;True
55;CANNOLI_STORE_01;EHYS5596;2025-09-05T12:12:49;1146;KOXUWB;UUDRNG;DirectOrder;WEB;;False;2025;False;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;50;3881;60.39;2025-09-05T13:02:49;v1.4.1;False
56;CANNOLI_STORE_01;FSMD7841;2024-08-21T12:29:13;101;CZGGRR;DJRQHA;DirectOrder;POS;;True;3558;True;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;27;2815;90.57;2024-08-21T12:56:13;v3.1.5;False
57;CANNOLI_STORE_01;MBMD1197;2024-02-06T15:43:51;737;AGVXTF;VSERML;KDSPro;POS;;True;7204;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;41;3327;133.52;2024-02-06T16:24:51;v2.3.2;False
58;CANNOLI_STORE_01;UTFO3388;2025-05-15T10:27:33;570;PJTNOS;GTIPMJ;DirectOrder;APP;;False;7313;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;45;3041;36.7;2025-05-15T11:12:33;v1.7.3;False
59;CANNOLI_STORE_01;QPJD3449;2025-09-10T14:46:40;719;LHXMCX;PGWACX;DirectOrder;APP;;True;3526;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;31;2443;43.71;2025-09-10T15:17:40;v1.9.5;False
60;CANNOLI_STORE_01;BHDH4325;2025-09-27T21:02:30;1110;UFUSHG;SVYMZS;KDSPro;WEB;;True;2849;False;IMMEDIATE;DELIVERY;99FOOD;;CONCLUDED;17;1725;71.1;2025-09-27T21:19:30;v3.3.8;False
61;CANNOLI_STORE_01;DIAS7589;2024-08-30T08:01:57;888;HYOREK;MWRVZE;DirectOrder;POS;Facere quaerat fugiat sit hic possimus.;False;2009;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;29;2856;56.97;2024-08-30T08:30:57;v1.3.1;False
62;CANNOLI_STORE_01;ZIPG7081;2025-11-21T20:20:13;1285;RMSYJY;NZYRNP;KDSPro;WEB;;False;1314;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;24;2048;92.32;2025-11-21T20:44:13;v1.8.1;False
63;CANNOLI_STORE_01;TKXN8880;2025-09-28T11:47:30;531;RSBYAR;FGGKWP;KDSPro;APP;;False;2077;True;SCHEDULED;DELIVERY;WHATSAPP;2025-09-28T15:47:30;CONCLUDED;35;3026;98.93;2025-09-28T12:22:30;v3.7.6;False
64;CANNOLI_STORE_01;UIVG9593;2025-11-10T11:26:12;1142;GJZDHC;ZZDXCF;KDSPro;APP;;False;1574;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;29;2141;105.84;2025-11-10T11:55:12;v2.5.7;False
65;CANNOLI_STORE_01;FGQP2444;2025-06-09T13:32:00;1137;ZKAUAA;MDAOOC;DirectOrder;POS;;True;4406;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;40;2927;89.31;2025-06-09T14:12:00;v1.2.5;False
66;CANNOLI_STORE_01;XGUV0567;2025-03-25T23:49:55;592;DLYXTK;MWOKCQ;KDSPro;WEB;;True;6803;False;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;46;3303;62.71;2025-03-26T00:35:55;v3.7.2;True
67;CANNOLI_STORE_01;CHDD3792;2025-03-04T23:07:25;1098;MWTSSJ;VWWZYU;DirectOrder;WEB;;True;1978;True;IMMEDIATE;DELIVERY;99FOOD;;CANCELED;55;4380;72.96;2025-03-05T00:02:25;v3.7.4;True
68;CANNOLI_STORE_01;JJYD0826;2025-02-06T19:38:43;445;HMEKYY;FIBIDY;DirectOrder;WEB;Corrupti adipisci officiis possimus.;False;6372;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;37;2885;20.7;2025-02-06T20:15:43;v2.2.8;False
69;CANNOLI_STORE_01;DKHR6798;2024-08-25T18:36:38;969;TQZRUQ;IJRGEU;DirectOrder;POS;;True;5121;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;23;2230;76.34;2024-08-25T18:59:38;v1.2.8;False
70;CANNOLI_STORE_01;BEOY4281;2025-08-16T11:32:56;1331;FYTJRD;POXBTG;DirectOrder;WEB;;False;1176;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;37;3077;66.59;2025-08-16T12:09:56;v1.5.8;False
71;CANNOLI_STORE_01;BNVW9333;2025-08-08T21:49:56;1238;HTJTZF;JTRULC;DirectOrder;APP;;False;5218;False;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;18;1414;52.42;2025-08-08T22:07:56;v1.3.3;False
72;CANNOLI_STORE_01;XKVN7728;2024-07-12T20:22:16;862;SKETRB;HLHUCA;KDSPro;POS;;False;1434;True;SCHEDULED;DELIVERY;IFOOD;2024-07-13T00:22:16;CANCELED;59;4433;56.4;2024-07-12T21:21:16;v3.9.9;False
73;CANNOLI_STORE_01;XZFY3315;2024-11-19T21:16:15;1190;PGRSUP;OLWIGH;KDSPro;APP;;True;9410;True;IMMEDIATE;DELIVERY;99FOOD;;CONCLUDED;34;2767;113.25;2024-11-19T21:50:15;v3.4.8;False
74;CANNOLI_STORE_01;JCGT2583;2025-10-24T12:10:52;1466;UZMBIH;ZIVVMQ;DirectOrder;APP;Reprehenderit ipsum laboriosam accusamus accusantium culpa doloribus.;False;7143;True;SCHEDULED;INDOOR;PDV;2025-10-25T04:10:52;CONCLUDED;60;4006;84.24;2025-10-24T13:10:52;v2.8.2;False
75;CANNOLI_STORE_01;MXKW9626;2024-02-15T23:14:33;1083;PJSIOA;PHNAJP;DirectOrder;POS;;False;9070;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;57;3809;96.58;2024-02-16T00:11:33;v1.2.7;False
76;CANNOLI_STORE_01;TJBL7682;2024-03-04T11:09:03;635;RVDNNQ;AJWWXF;KDSPro;APP;;True;7398;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;54;3836;91.85;2024-03-04T12:03:03;v2.9.9;False
77;CANNOLI_STORE_01;ZIQJ5910;2024-03-24T21:16:03;1404;VCLOEC;AKONMH;KDSPro;POS;Dolores nisi accusamus veniam omnis sequi.;False;7967;False;IMMEDIATE;INDOOR;PDV;;CONCLUDED;32;2556;69.63;2024-03-24T21:48:03;v2.7.8;False
78;CANNOLI_STORE_01;RXTG7484;2025-01-08T13:13:41;1443;XXSBLS;MSFHDU;KDSPro;WEB;;False;7351;False;IMMEDIATE;INDOOR;PDV;;CONCLUDED;40;3192;59.67;2025-01-08T13:53:41;v1.2.7;False
79;CANNOLI_STORE_01;ZTXI8336;2024-10-07T10:40:23;932;ZAQVEB;OEBHJE;KDSPro;POS;;True;4694;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;54;4217;86.38;2024-10-07T11:34:23;v1.8.3;False
80;CANNOLI_STORE_01;UTJT8349;2024-05-16T14:52:28;383;GUVYAB;SWHHMF;KDSPro;APP;;True;1502;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;18;2110;75.01;2024-05-16T15:10:28;v1.8.0;False
81;CANNOLI_STORE_01;HLUE6543;2025-05-04T23:03:32;592;EQRHWH;TNKRNK;DirectOrder;WEB;;False;7925;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;50;3493;67.16;2025-05-04T23:53:32;v1.9.0;False
82;CANNOLI_STORE_01;TWZS8213;2025-06-06T19:41:31;464;QTIKKL;YEUPAD;KDSPro;POS;;False;1400;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;55;3918;124.32;2025-06-06T20:36:31;v3.5.0;False
83;CANNOLI_STORE_01;ZAJV2875;2024-01-29T09:53:04;328;METXBM;PZBFZU;DirectOrder;POS;;True;1549;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;45;3729;121.63;2024-01-29T10:38:04;v3.1.2;False
84;CANNOLI_STORE_01;SCKL3422;2025-08-16T12:50:45;432;DCFVMJ;BOPOQK;KDSPro;APP;;False;6089;False;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;43;2960;48.72;2025-08-16T13:33:45;v3.6.0;False
85;CANNOLI_STORE_01;UCTF8593;2025-11-19T19:17:10;121;KHLDIJ;KGMYVK;DirectOrder;APP;;True;3478;False;SCHEDULED;DELIVERY;WHATSAPP;2025-11-19T23:17:10;CONCLUDED;50;4035;84.54;2025-11-19T20:07:10;v1.8.5;False
86;CANNOLI_STORE_01;RKDS4736;2024-05-23T17:35:40;1267;KRMAVL;DRJJDU;KDSPro;POS;;True;5623;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;59;3852;84.55;2024-05-23T18:34:40;v3.3.8;False
87;CANNOLI_STORE_01;OAIW6519;2025-11-01T19:08:36;1171;UHKIHE;VORZTM;DirectOrder;POS;;True;7531;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;16;1858;112.86;2025-11-01T19:24:36;v3.6.0;False
88;CANNOLI_STORE_01;FYTB4869;2025-11-21T14:35:24;282;LKZWLW;XXJABV;KDSPro;WEB;;False;8497;False;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;28;2546;79.14;2025-11-21T15:03:24;v3.5.3;False
89;CANNOLI_STORE_01;GTRV4246;2025-06-27T20:22:15;559;BWEYKP;FUFHKK;DirectOrder;WEB;;False;5499;True;IMMEDIATE;INDOOR;PDV;;CONCLUDED;45;3686;44.46;2025-06-27T21:07:15;v1.7.8;False
90;CANNOLI_STORE_01;PPET2158;2025-10-22T13:11:31;1203;IBYQYP;ABWQUW;KDSPro;WEB;;False;9433;True;IMMEDIATE;TAKEOUT;PDV;;CONCLUDED;48;3531;76.63;2025-10-22T13:59:31;v3.4.7;False
91;CANNOLI_STORE_01;BMJT3419;2025-08-05T20:45:17;742;WNXNIO;HYFYRY;KDSPro;POS;;False;1876;False;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;48;3669;105.4;2025-08-05T21:33:17;v1.0.2;False
92;CANNOLI_STORE_01;TIZP2182;2024-11-08T21:14:48;215;BAADTC;TQKPAR;DirectOrder;APP;;True;7428;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;31;2450;111.67;2024-11-08T21:45:48;v2.9.3;False
93;CANNOLI_STORE_01;ERUF5749;2025-11-05T23:29:39;168;VRWEVZ;KJYWOG;DirectOrder;POS;;False;2470;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;52;4196;109.53;2025-11-06T00:21:39;v2.2.6;False
94;CANNOLI_STORE_01;HDFD0583;2025-10-29T21:28:37;647;LUAQUT;TBHJNK;KDSPro;POS;;False;7687;True;SCHEDULED;DELIVERY;IFOOD;2025-10-31T07:28:37;CONCLUDED;31;2579;91.57;2025-10-29T21:59:37;v1.5.1;False
95;CANNOLI_STORE_01;KBVQ3133;2025-10-07T19:24:52;464;AMOIOO;UNABDO;DirectOrder;APP;;False;2720;False;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;19;1709;29.77;2025-10-07T19:43:52;v3.8.1;False
96;CANNOLI_STORE_01;TVKN4564;2024-06-14T20:33:17;274;XBVQYZ;XZIHYZ;DirectOrder;POS;;True;8934;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;32;2916;94.04;2024-06-14T21:05:17;v1.5.6;False
97;CANNOLI_STORE_01;DFXO4120;2025-10-01T21:56:32;930;OCQJSL;DBVEZJ;KDSPro;APP;;False;1038;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;47;3328;85.17;2025-10-01T22:43:32;v3.0.1;False
98;CANNOLI_STORE_01;CRAN8685;2025-11-26T20:46:59;1393;GHFMYO;TBXJKZ;DirectOrder;WEB;;True;5292;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;54;3819;81.68;2025-11-26T21:40:59;v1.2.7;False
99;CANNOLI_STORE_01;UVWA7606;2024-10-26T12:09:43;981;WAJJAT;FYCVDI;DirectOrder;APP;;False;5572;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;49;3793;86.46;2024-10-26T12:58:43;v1.1.5;False
100;CANNOLI_STORE_01;WLZU8567;2025-06-16T22:34:21;1465;BIOBNZ;HXBTKL;KDSPro;WEB;;True;7421;False;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;49;4039;83.85;2025-06-16T23:23:21;v1.3.7;False
101;CANNOLI_STORE_01;ZFER7945;2025-07-02T09:29:10;825;QWMYPF;NKAXOT;DirectOrder;POS;;True;8721;True;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;54;3979;45.32;2025-07-02T10:23:10;v3.9.6;False
102;CANNOLI_STORE_01;JGPN6403;2024-10-31T20:09:51;26;HWPOQK;EXEBMN;KDSPro;APP;;False;8413;True;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;30;2990;96.17;2024-10-31T20:39:51;v3.2.2;False
